path,size,ext,bucket,linked,dup_of,disposition
atm_lifecycle_v1_2026_05_26/backtest_llm_coverage_v4_0_design/source_exports/scripts__enterprise_backtester.py_header.txt,1687,.txt,SNAPSHOT-DUMP,False,,DELETE
atm_lifecycle_v1_2026_05_26/journal_learning_backtesting_v3_6_design/PAPER_VS_BACKTEST_COMPARISON_DESIGN.md,729,.md,HISTORICAL-REPORT,False,,ARCHIVE
atm_lifecycle_v1_2026_05_26/journal_learning_backtesting_v3_6_design/JOURNAL_LEARNING_VALIDATION_AND_ROLLBACK.md,308,.md,HISTORICAL-REPORT,False,,ARCHIVE
atm_lifecycle_v1_2026_05_26/journal_learning_backtesting_v3_6_design/HANDOFF_MANIFEST.md,929,.md,HISTORICAL-REPORT,True,,ARCHIVE
atm_lifecycle_v1_2026_05_26/journal_learning_backtesting_v3_6_design/JOURNAL_LEARNING_UI_DESIGN.md,589,.md,HISTORICAL-REPORT,False,,ARCHIVE
atm_lifecycle_v1_2026_05_26/journal_learning_backtesting_v3_6_design/JOURNAL_BACKTEST_SOURCE_OF_TRUTH.md,1250,.md,HISTORICAL-REPORT,False,,ARCHIVE
atm_lifecycle_v1_2026_05_26/journal_learning_backtesting_v3_6_design/JOURNAL_LEARNING_BACKTESTING_V3_6_IMPLEMENTATION_PLAN.md,1109,.md,HISTORICAL-REPORT,False,,ARCHIVE
atm_lifecycle_v1_2026_05_26/journal_learning_backtesting_v3_6_design/BACKTEST_INTEGRATION_GAP_ANALYSIS.md,978,.md,HISTORICAL-REPORT,False,,ARCHIVE
atm_lifecycle_v1_2026_05_26/journal_learning_backtesting_v3_6_design/JOURNAL_LEARNING_API_DESIGN.md,766,.md,HISTORICAL-REPORT,False,,ARCHIVE
atm_lifecycle_v1_2026_05_26/journal_learning_backtesting_v3_6_design/gap_analysis/JOURNAL_LEARNING_BACKTESTING_GAPS.md,846,.md,HISTORICAL-REPORT,False,,ARCHIVE
atm_lifecycle_v1_2026_05_26/journal_learning_backtesting_v3_6_design/row_exports/TCA_ROWS.txt,11884,.txt,SNAPSHOT-DUMP,False,,DELETE
atm_lifecycle_v1_2026_05_26/journal_learning_backtesting_v3_6_design/row_exports/STRATEGY_ROLLUP.txt,2548,.txt,SNAPSHOT-DUMP,False,,DELETE
atm_lifecycle_v1_2026_05_26/journal_learning_backtesting_v3_6_design/row_exports/CLOSED_TRADES.txt,3181,.txt,SNAPSHOT-DUMP,False,,DELETE
atm_lifecycle_v1_2026_05_26/journal_learning_backtesting_v3_6_design/row_exports/LEARNING_SUMMARY.txt,71,.txt,SNAPSHOT-DUMP,False,,DELETE
atm_lifecycle_v1_2026_05_26/journal_learning_backtesting_v3_6_design/row_exports/OPEN_TRADES.txt,561,.txt,SNAPSHOT-DUMP,False,,DELETE
atm_lifecycle_v1_2026_05_26/journal_learning_backtesting_v3_6_design/screenshots/self_improvement.png,149465,.png,SNAPSHOT-DUMP,False,,DELETE
atm_lifecycle_v1_2026_05_26/journal_learning_backtesting_v3_6_design/screenshots/journal.png,724730,.png,SNAPSHOT-DUMP,False,,DELETE
atm_lifecycle_v1_2026_05_26/journal_learning_backtesting_v3_6_design/screenshots/backtesting.png,137258,.png,SNAPSHOT-DUMP,False,,DELETE
atm_lifecycle_v1_2026_05_26/journal_learning_backtesting_v3_6_design/api_payloads/atm_execution-timing-health.json,16342,.json,SNAPSHOT-DUMP,False,,DELETE
atm_lifecycle_v1_2026_05_26/journal_learning_backtesting_v3_6_design/api_payloads/atm_stop-change-audit.json,1690,.json,SNAPSHOT-DUMP,False,,DELETE
atm_lifecycle_v1_2026_05_26/journal_learning_backtesting_v3_6_design/api_payloads/automated-journal-analytics.json,6780,.json,SNAPSHOT-DUMP,False,,DELETE
atm_lifecycle_v1_2026_05_26/journal_learning_backtesting_v3_6_design/api_payloads/agent-collaboration.json,86219,.json,SNAPSHOT-DUMP,False,,DELETE
atm_lifecycle_v1_2026_05_26/journal_learning_backtesting_v3_6_design/api_payloads/atm_proposal-dedup.json,5844,.json,SNAPSHOT-DUMP,False,,DELETE
atm_lifecycle_v1_2026_05_26/journal_learning_backtesting_v3_6_design/api_payloads/execution-quality.json,20790,.json,SNAPSHOT-DUMP,False,,DELETE
atm_lifecycle_v1_2026_05_26/journal_learning_backtesting_v3_6_design/api_payloads/lifecycle_trace-summary.json,7500,.json,SNAPSHOT-DUMP,False,,DELETE
atm_lifecycle_v1_2026_05_26/journal_learning_backtesting_v3_6_design/api_payloads/automated-journal.json,96782,.json,SNAPSHOT-DUMP,False,,DELETE
atm_lifecycle_v1_2026_05_26/journal_learning_backtesting_v3_6_design/api_payloads/atm_stop-trailing-control.json,7075,.json,SNAPSHOT-DUMP,False,,DELETE
atm_lifecycle_v1_2026_05_26/journal_learning_backtesting_v3_6_design/api_payloads/self-improvement_status.json,2167,.json,SNAPSHOT-DUMP,False,,DELETE
risk_management/stop_management_v2_3_strategy_trailing_tiers/stop_v23_dry_run.json,4753,.json,SNAPSHOT-DUMP,False,,DELETE
risk_management/stop_management_v2_3_strategy_trailing_tiers/00_README.md,1301,.md,ACTIVE-SUBSYSTEM,True,,RETAIN
risk_management/stop_management_v2_3_strategy_trailing_tiers/stop_v23_safety_audit.md,504,.md,ACTIVE-SUBSYSTEM,True,,RETAIN
risk_management/stop_management_v2_3_strategy_trailing_tiers/stop_v23_dry_run.md,403,.md,ACTIVE-SUBSYSTEM,True,,RETAIN
operations/PHASE36B_SCHEDULE_DUPLICATE_OVERLAP_AUDIT.md,2228,.md,HISTORICAL-REPORT,True,,ARCHIVE
operations/PHASE41E_CRON_DISABLE_ROLLBACK_REPORT.md,347,.md,HISTORICAL-REPORT,False,,ARCHIVE
operations/PHASE46B_SCHEDULED_JOB_HEALTH_API_REPORT.md,425,.md,HISTORICAL-REPORT,False,,ARCHIVE
operations/PHASE41B_SYSTEMD_UNIT_DRAFTS_REPORT.md,619,.md,HISTORICAL-REPORT,False,,ARCHIVE
operations/PHASE36E_SCHEDULED_JOB_MIGRATION_PLAN.md,1957,.md,HISTORICAL-REPORT,True,,ARCHIVE
operations/PHASE36C_SCHEDULED_JOB_CONSOLIDATION_DESIGN.md,2135,.md,HISTORICAL-REPORT,True,,ARCHIVE
operations/DOCUMENTATION_STANDARDS.md,4732,.md,ACTIVE-SUBSYSTEM,True,,RETAIN
operations/PHASE36D_LOW_LATENCY_SCHEDULER_RECOMMENDATION.md,2073,.md,HISTORICAL-REPORT,True,,ARCHIVE
operations/PHASE41A_SYSTEMD_MIGRATION_CANDIDATE_SELECTION.md,1150,.md,HISTORICAL-REPORT,True,,ARCHIVE
operations/PHASE42D_MISSED_RUN_AND_ROLLBACK_DESIGN.md,400,.md,HISTORICAL-REPORT,False,,ARCHIVE
operations/PHASE42C_LOCK_AND_LOG_POLICY.md,448,.md,HISTORICAL-REPORT,False,,ARCHIVE
operations/PHASE41D_SYSTEMD_TIMER_ENABLE_REPORT.md,481,.md,HISTORICAL-REPORT,False,,ARCHIVE
operations/PHASE42E_COMMAND_CENTER_VISIBILITY_DESIGN.md,279,.md,HISTORICAL-REPORT,False,,ARCHIVE
operations/PHASE46C_SCHEDULED_JOB_HEALTH_UI_REPORT.md,401,.md,HISTORICAL-REPORT,False,,ARCHIVE
operations/PHASE46A_SCHEDULED_JOB_HEALTH_DASHBOARD_DESIGN.md,815,.md,HISTORICAL-REPORT,True,,ARCHIVE
operations/PHASE42A_MARKET_SCAN_DUPLICATE_SELECTION.md,919,.md,HISTORICAL-REPORT,True,,ARCHIVE
operations/SCHEDULED_JOBS_REFERENCE.md,25548,.md,ACTIVE-SUBSYSTEM,True,,RETAIN
operations/PHASE41C_MANUAL_ONESHOT_VALIDATION.md,145,.md,HISTORICAL-REPORT,False,,ARCHIVE
operations/PHASE46D_SCHEDULED_JOB_HEALTH_SAFETY_AUDIT.md,370,.md,HISTORICAL-REPORT,True,,ARCHIVE
operations/PHASE36A_CRON_RISK_AND_GROUPING_AUDIT.md,3456,.md,HISTORICAL-REPORT,True,,ARCHIVE
operations/PHASE42B_MARKET_SCAN_PIPELINE_DESIGN.md,782,.md,HISTORICAL-REPORT,True,,ARCHIVE
operations/overnight_activity_repair/overnight_activity_fix_report.md,1140,.md,ACTIVE-SUBSYSTEM,True,,RETAIN
operations/overnight_activity_repair/overnight_activity_safety_audit.md,888,.md,ACTIVE-SUBSYSTEM,True,,RETAIN
operations/overnight_activity_repair/00_README.md,1439,.md,ACTIVE-SUBSYSTEM,True,,RETAIN
operations/overnight_activity_repair/overnight_activity_root_cause.md,2342,.md,ACTIVE-SUBSYSTEM,True,,RETAIN
operations/overnight_activity_repair/overnight_activity_pipeline_verification.md,1194,.md,ACTIVE-SUBSYSTEM,True,,RETAIN
operator/ATM_RUNBOOK.md,15944,.md,ACTIVE-SUBSYSTEM,True,,RETAIN
proposal_sandbox/PHASE115B_PROPOSAL_DRAFT_SCORE_RESULTS.md,5123,.md,HISTORICAL-REPORT,False,,ARCHIVE
alerts/PHASE68A_TELEGRAM_ALERT_TAXONOMY.md,782,.md,HISTORICAL-REPORT,False,,ARCHIVE
alerts/PHASE68B_ALERT_DEDUPE_DESIGN.md,434,.md,HISTORICAL-REPORT,False,,ARCHIVE
alerts/PHASE68C_FALSE_FIXED_VERIFICATION_GATE.md,408,.md,HISTORICAL-REPORT,False,,ARCHIVE
alerts/PHASE68E_ALERT_DEDUPE_DRYRUN_REPORT.md,666,.md,HISTORICAL-REPORT,False,,ARCHIVE
alerts/PHASE70_ALERT_BACKLOG_APPLY_ROLLBACK.sql,216,.sql,SNAPSHOT-DUMP,False,,DELETE
alerts/PHASE68D_ALERT_TO_HERMES_BACKLOG_DESIGN.md,681,.md,HISTORICAL-REPORT,False,,ARCHIVE
_archive/session34_patches.tar.gz,15475,.gz,ALREADY-ARCHIVED,False,,DELETE
_archive/DOF_Auction_Bronx_2026-05-14_20260511 (6).xlsx,27750,.xlsx,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/session33_patches.tar.gz,32569,.gz,ALREADY-ARCHIVED,False,,DELETE
_archive/phase_b1_baseline/trades_baseline.txt,196,.txt,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/phase_b1_baseline/proposals_baseline.txt,167,.txt,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/phase_b1_baseline/signals_baseline.txt,390,.txt,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/phase_a_closeout/PHASE_A_CLOSEOUT.md,3437,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/diagrams/orchestration_chevrons.mmd,1467,.mmd,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/diagrams/system_interaction_map.mmd,1820,.mmd,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/sync_drift_2026-05-16/sync_output.txt,1439,.txt,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/sync_drift_2026-05-16/before_registry.txt,2284,.txt,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-28_pre_v2.4a/TRADE_AI_V12_SYSTEM_BIBLE_V2_4.md,24316,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-28_pre_v2.7/TRADE_AI_V12_SYSTEM_BIBLE_V2_6.md,27741,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-28_pre_v2.10/TRADE_AI_V12_SYSTEM_BIBLE_V2_9.md,4529,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-28_pre_v2.5/TRADE_AI_V12_SYSTEM_BIBLE_V2_4a.md,25815,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-28_pre_v2.11/TRADE_AI_V12_SYSTEM_BIBLE_V2_10.md,6267,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-28_pre_v2.6/TRADE_AI_V12_SYSTEM_BIBLE_V2_5.md,26467,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-28_pre_v2.2/TRADE_AI_V12_SYSTEM_BIBLE_V2_1.md,15950,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/AGENT_INTELLIGENCE_PIPELINES.md,2779,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/SKILL_v4_april16.md,11745,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/CLOSED_LOOP_INTELLIGENCE_IMPLEMENTATION_LOG.md,8991,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/SKILL.md,13101,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/morning_brief_redesign_kit.zip,46980,.zip,ALREADY-ARCHIVED,False,,DELETE
_archive/archive/2026-04-27_pre_bible/SKILL_updated.md,27894,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/CLAUDE_CODE_PROMPT_CLOSED_LOOP_INTELLIGENCE_V3.md,18840,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/README_ARCHIVE.md,1815,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/engineering_log.md,2178,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/SKILL_v1_archive.md,22855,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/command_center.html,87362,.html,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/INSTALL_AND_COMMANDS.md,5156,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/WATCHLIST_AGENT_WORKBENCH.md,21988,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/SKILL_v3_final.md,16180,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/SYNTHESIS_ENGINE.md,16498,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/portfolio_brief_v1_5.docx,18171,.docx,ALREADY-ARCHIVED,False,,DELETE
_archive/archive/2026-04-27_pre_bible/CLAUDE_CODE_HANDOFF.md,13926,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/command_center_architecture.md,17668,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/V5_PROACTIVE_INTELLIGENCE_IMPLEMENTATION_LOG.md,5919,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/TRADE_AI_V4_SIGNAL_INTELLIGENCE_AND_LEARNING_PLAN.md,9505,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/SIGNAL_INTELLIGENCE_PIPELINE.md,4728,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/LOCAL_LLM_IMPLEMENTATION.md,9431,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/root_cause_analysis_apr10.md,9722,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/V7_CIO_INTELLIGENCE_IMPLEMENTATION_LOG.md,7310,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/openclaw_day2_playbook_v19_appendix.docx,13233,.docx,ALREADY-ARCHIVED,False,,DELETE
_archive/archive/2026-04-27_pre_bible/AGENT_NEXT_STEPS_RUNBOOK.md,1195,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/ALERT_INTELLIGENCE_PIPELINE.md,5612,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/forensic_files.md,25938,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/forensic_files_v4.md,51,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/DECISION_QA.md,16367,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/openclaw_day2_playbook_v20.docx,11847,.docx,ALREADY-ARCHIVED,False,,DELETE
_archive/archive/2026-04-27_pre_bible/due_diligence_report.md,10826,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/FINVIZ_ENRICHMENT.md,8838,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/guardrails_cash_repricing_protection.md,8134,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/AGENT_ROUTER_IMPLEMENTATION.md,6335,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/command_center_docs.md,10935,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/CLASSIFICATION_RULE_ENGINE_IMPLEMENTATION_LOG.md,16269,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/CLOSED_LOOP_INTELLIGENCE_AUDIT.md,10098,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/v6_research_agent/trade_ai_v6_research_agent_package/README.md,2368,.md,ALREADY-ARCHIVED,True,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/v6_research_agent/trade_ai_v6_research_agent_package/scripts/confidence_calibration.py,584,.py,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/v6_research_agent/trade_ai_v6_research_agent_package/scripts/youtube_research_ingestion.py,1020,.py,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/v6_research_agent/trade_ai_v6_research_agent_package/scripts/research_insight_extractor.py,889,.py,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/v6_research_agent/trade_ai_v6_research_agent_package/scripts/build_marl_training_dataset.py,796,.py,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/v6_research_agent/trade_ai_v6_research_agent_package/scripts/validate_v6_research_agent.py,783,.py,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/v6_research_agent/trade_ai_v6_research_agent_package/scripts/update_agent_performance_scores.py,712,.py,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/v6_research_agent/trade_ai_v6_research_agent_package/sql/021_v6_research_agent_schema.sql,4490,.sql,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/v6_research_agent/trade_ai_v6_research_agent_package/clients/news_source_clients.py,1156,.py,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/v6_research_agent/trade_ai_v6_research_agent_package/clients/youtube_client.py,1424,.py,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/v6_research_agent/trade_ai_v6_research_agent_package/prompts/CLAUDE_CODE_DOC_ENFORCEMENT_V6.md,464,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/v6_research_agent/trade_ai_v6_research_agent_package/prompts/CLAUDE_CODE_MASTER_PROMPT_V6.md,5331,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/v6_research_agent/trade_ai_v6_research_agent_package/docs/CIO_DASHBOARD_V6_SPEC.md,1485,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/v6_research_agent/trade_ai_v6_research_agent_package/docs/YOUTUBE_TRANSCRIPT_RESEARCH_PIPELINE.md,2074,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/v6_research_agent/trade_ai_v6_research_agent_package/docs/TRADE_AI_V6_RESEARCH_AGENT_BLUEPRINT.md,4725,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/v6_research_agent/trade_ai_v6_research_agent_package/validation/VALIDATION_PLAN_V6.md,1235,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/v6_research_agent/trade_ai_v6_research_agent_package/commands/DEPLOYMENT_COMMANDS.md,1337,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/v6_research_agent/trade_ai_v6_research_agent_package/ui/COMMAND_CENTER_CIO_UI_NOTES.md,726,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/v5_proactive_intelligence/trade_ai_v5_package/README.md,385,.md,ALREADY-ARCHIVED,True,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/v5_proactive_intelligence/trade_ai_v5_package/prompts/CLAUDE_CODE_DOC_ENFORCEMENT_PROMPT.md,818,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/v5_proactive_intelligence/trade_ai_v5_package/prompts/CLAUDE_CODE_MASTER_PROMPT_V5.md,5335,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/v5_proactive_intelligence/trade_ai_v5_package/docs/TRADE_AI_V5_PROACTIVE_AGENT_SPEC.md,2235,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/v5_proactive_intelligence/trade_ai_v5_package/docs/COMMAND_CENTER_UI_V5_PLAN.md,1405,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/v5_proactive_intelligence/trade_ai_v5_package/module_structure/PYTHON_MODULE_STRUCTURE.md,2877,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/v5_proactive_intelligence/trade_ai_v5_package/commands/DEPLOYMENT_COMMANDS.md,1357,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/morning_brief_redesign_kit/App.tsx,5294,.tsx,ALREADY-ARCHIVED,True,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/morning_brief_redesign_kit/api_handler_overview.py,7321,.py,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/morning_brief_redesign_kit/api_handler_chat_context.py,12221,.py,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/morning_brief_redesign_kit/README.md,4134,.md,ALREADY-ARCHIVED,True,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/morning_brief_redesign_kit/api_handler_risk.py,7374,.py,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/morning_brief_redesign_kit/MorningBrief.tsx,35565,.tsx,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/morning_brief_redesign_kit/components/DataGrid.tsx,4342,.tsx,ALREADY-ARCHIVED,True,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/morning_brief_redesign_kit/components/PeriodReturnBars.tsx,2919,.tsx,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/morning_brief_redesign_kit/components/PageHeader.tsx,847,.tsx,ALREADY-ARCHIVED,True,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/morning_brief_redesign_kit/components/Card.tsx,1032,.tsx,ALREADY-ARCHIVED,True,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/morning_brief_redesign_kit/components/MetricTile.tsx,1282,.tsx,ALREADY-ARCHIVED,True,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/morning_brief_redesign_kit/components/ImportModal.tsx,8539,.tsx,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/morning_brief_redesign_kit/components/SectionHeader.tsx,955,.tsx,ALREADY-ARCHIVED,True,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/morning_brief_redesign_kit/components/DetailDrawer.tsx,2356,.tsx,ALREADY-ARCHIVED,True,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/morning_brief_redesign_kit/components/Shell.tsx,6197,.tsx,ALREADY-ARCHIVED,True,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/morning_brief_redesign_kit/components/BarChart.tsx,1407,.tsx,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/morning_brief_redesign_kit/components/charts/DoughnutChart.tsx,1035,.tsx,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/morning_brief_redesign_kit/components/charts/BarChartJS.tsx,1224,.tsx,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/morning_brief_redesign_kit/components/charts/LineChart.tsx,1234,.tsx,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/morning_brief_redesign_kit/components/charts/index.ts,163,.ts,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/morning_brief_redesign_kit/hooks/useFetch.ts,720,.ts,ALREADY-ARCHIVED,True,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/morning_brief_redesign_kit/hooks/useApi.ts,1182,.ts,ALREADY-ARCHIVED,True,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/morning_brief_redesign_kit/styles/theme.css,1732,.css,ALREADY-ARCHIVED,True,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/morning_brief_redesign_kit/styles/Shell.module.css,3350,.css,ALREADY-ARCHIVED,True,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/morning_brief_redesign_kit/api_payloads/chat_context.json,10734,.json,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/morning_brief_redesign_kit/api_payloads/overview.json,3983,.json,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/morning_brief_redesign_kit/api_payloads/risk.json,18106,.json,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/morning_brief_redesign_kit/lib/format.ts,1618,.ts,ALREADY-ARCHIVED,True,,ARCHIVE-KEEP
_archive/archive/2026-04-27_pre_bible/morning_brief_redesign_kit/lib/types.ts,1898,.ts,ALREADY-ARCHIVED,True,,ARCHIVE-KEEP
